alpha_1,lambda_1,mae_avg,mse_avg,rmse_avg
1e-06,1e-06,0.20169806780974983,0.07058498382014015,0.26432897446220055
1e-06,2.782559402207126e-06,0.20169806846035088,0.07058498617158004,0.26432897831589147
1e-06,7.742636826811277e-06,0.20169807027068662,0.07058499271460332,0.26432898903901747
1e-06,2.1544346900318823e-05,0.2016980753080544,0.07058501092097626,0.2643290188767792
1e-06,5.994842503189409e-05,0.20169808932482916,0.07058506158145805,0.2643291019023243
1e-06,0.0001668100537200059,0.2016981283273435,0.07058520254856064,0.26432933292739735
1e-06,0.00046415888336127773,0.20169823685419858,0.07058559480798034,0.26432997578047535
1e-06,0.0012915496650148827,0.2016985388369422,0.07058668637118296,0.26433176465094266
1e-06,0.003593813663804626,0.20169937912436464,0.07058972431509658,0.2643367430138742
1e-06,0.01,0.20170171729330924,0.07059818225493975,0.2643506012134316
2.782559402207126e-06,1e-06,0.2016980677795817,0.07058498371099028,0.26432897428331537
2.782559402207126e-06,2.782559402207126e-06,0.20169806843018262,0.07058498606243022,0.2643289781370063
2.782559402207126e-06,7.742636826811277e-06,0.20169807024051845,0.07058499260545335,0.26432898886013206
2.782559402207126e-06,2.1544346900318823e-05,0.20169807527788608,0.07058501081182605,0.2643290186978935
2.782559402207126e-06,5.994842503189409e-05,0.20169808929466107,0.07058506147230736,0.26432910172343804
2.782559402207126e-06,0.0001668100537200059,0.2016981282971751,0.07058520243940765,0.26432933274850795
2.782559402207126e-06,0.00046415888336127773,0.2016982368240295,0.07058559469882104,0.26432997560157745
2.782559402207126e-06,0.0012915496650148827,0.20169853880677174,0.07058668626200716,0.2643317644720227
2.782559402207126e-06,0.003593813663804626,0.2016993790941902,0.07058972420587462,0.2643367428348927
2.782559402207126e-06,0.01,0.20170171726312347,0.07059818214558874,0.2643506010342779
7.742636826811277e-06,1e-06,0.20169806769563695,0.07058498340727469,0.264328973785557
7.742636826811277e-06,2.782559402207126e-06,0.20169806834623757,0.07058498575871386,0.2643289776392467
7.742636826811277e-06,7.742636826811277e-06,0.2016980701565736,0.07058499230173704,0.2643289883623726
7.742636826811277e-06,2.1544346900318823e-05,0.201698075193941,0.07058501050810864,0.2643290182001326
7.742636826811277e-06,5.994842503189409e-05,0.2016980892107158,0.07058506116858793,0.26432910122567443
7.742636826811277e-06,0.0001668100537200059,0.20169812821322958,0.07058520213568202,0.26432933225073607
7.742636826811277e-06,0.00046415888336127773,0.20169823674008241,0.07058559439507914,0.2643299751037839
7.742636826811277e-06,0.0012915496650148827,0.20169853872282037,0.07058668595821892,0.26433176397416724
7.742636826811277e-06,0.003593813663804626,0.20169937901022758,0.07058972390195742,0.26433674233686505
7.742636826811277e-06,0.01,0.20170171717912938,0.07059818184131314,0.26435060053577186
2.1544346900318823e-05,1e-06,0.20169806746205513,0.07058498256216679,0.2643289724005128
2.1544346900318823e-05,2.782559402207126e-06,0.20169806811265617,0.07058498491360612,0.26432897625420304
2.1544346900318823e-05,7.742636826811277e-06,0.20169806992299208,0.07058499145662836,0.26432898697732765
2.1544346900318823e-05,2.1544346900318823e-05,0.20169807496035924,0.07058500966299805,0.264329016815085
2.1544346900318823e-05,5.994842503189409e-05,0.2016980889771336,0.07058506032347119,0.2643290998406186
2.1544346900318823e-05,0.0001668100537200059,0.20169812797964556,0.0705852012905487,0.2643293308656581
2.1544346900318823e-05,0.00046415888336127773,0.20169823650649454,0.07058559354989961,0.2643299737186443
2.1544346900318823e-05,0.0012915496650148827,0.20169853848922123,0.0705866851129102,0.26433176258885505
2.1544346900318823e-05,0.003593813663804626,0.20169937877659688,0.07058972305629026,0.2643367409510743
2.1544346900318823e-05,0.01,0.20170171694541086,0.07059818099464746,0.264350599148648
5.994842503189409e-05,1e-06,0.2016980668121009,0.07058498021060591,0.26432896854654875
5.994842503189409e-05,2.782559402207126e-06,0.20169806746270189,0.07058498256204426,0.2643289724002375
5.994842503189409e-05,7.742636826811277e-06,0.20169806927303754,0.07058498910506449,0.2643289831233595
5.994842503189409e-05,2.1544346900318823e-05,0.20169807431040443,0.07058500731142832,0.2643290129611091
5.994842503189409e-05,5.994842503189409e-05,0.20169808832717723,0.07058505797188488,0.2643290959866206
5.994842503189409e-05,0.0001668100537200059,0.2016981273296851,0.07058519893891575,0.26432932701159767
5.994842503189409e-05,0.00046415888336127773,0.2016982358565224,0.07058559119813759,0.2643299698644114
5.994842503189409e-05,0.0012915496650148827,0.20169853783921798,0.07058668276079008,0.2643317587341441
5.994842503189409e-05,0.003593813663804626,0.201699378126506,0.07058972070317268,0.26433673709503147
5.994842503189409e-05,0.01,0.20170171629507613,0.07059817863875237,0.2643505952888977
0.0001668100537200059,1e-06,0.20169806500356552,0.070584973667253,0.26432895782267146
0.0001668100537200059,2.782559402207126e-06,0.20169806565416612,0.07058497601868889,0.2643289616763568
0.0001668100537200059,7.742636826811277e-06,0.20169806746450142,0.07058498256170327,0.26432897239947095
0.0001668100537200059,2.1544346900318823e-05,0.20169807250186636,0.0705850007680501,0.2643290022371978
0.0001668100537200059,5.994842503189409e-05,0.2016980865186349,0.07058505142845965,0.2643290852626462
0.0001668100537200059,0.0001668100537200059,0.201698125521132,0.07058519239536279,0.26432931628745315
0.0001668100537200059,0.00046415888336127773,0.2016982340479379,0.07058558465422583,0.2643299591397875
0.0001668100537200059,0.0012915496650148827,0.2016985360305456,0.07058667621588098,0.2643317480081885
0.0001668100537200059,0.003593813663804626,0.20169937631758955,0.07058971415548701,0.2643367263653683
0.0001668100537200059,0.01,0.20170171448548097,0.0705981720833386,0.2643505845489186
0.00046415888336127773,1e-06,0.20169805997121298,0.07058495546002438,0.2643289279829009
0.00046415888336127773,2.782559402207126e-06,0.20169806062181314,0.07058495781145488,0.26432893183657924
0.00046415888336127773,7.742636826811277e-06,0.20169806243214686,0.07058496435445212,0.26432894255967054
0.00046415888336127773,2.1544346900318823e-05,0.2016980674695079,0.07058498256075277,0.26432897239733555
0.00046415888336127773,5.994842503189409e-05,0.20169808148626506,0.07058503322103374,0.26432905542261237
0.00046415888336127773,0.0001668100537200059,0.20169812048873065,0.07058517418757809,0.26432928644694004
0.00046415888336127773,0.00046415888336127773,0.20169822901544904,0.07058556644544428,0.26432992929794347
0.00046415888336127773,0.0012915496650148827,0.20169853099781268,0.07058665800432296,0.2643317181626365
0.00046415888336127773,0.003593813663804626,0.20169937128417792,0.07058969593620415,0.2643366965095018
0.00046415888336127773,0.01,0.20170170945018104,0.07059815384255175,0.2643505546643471
0.0012915496650148827,1e-06,0.20169804596843538,0.07058490479764909,0.2643288449524174
0.0012915496650148827,2.782559402207126e-06,0.20169804661903407,0.07058490714906275,0.26432884880607316
0.0012915496650148827,7.742636826811277e-06,0.2016980484293637,0.07058491369201415,0.2643288595291033
0.0012915496650148827,2.1544346900318823e-05,0.20169805346671374,0.0705849318981858,0.26432888936659615
0.0012915496650148827,5.994842503189409e-05,0.2016980674834396,0.070584982558109,0.2643289723913954
0.0012915496650148827,0.0001668100537200059,0.20169810648581712,0.07058512352365524,0.2643292034143899
0.0012915496650148827,0.00046415888336127773,0.20169821501229132,0.0705855157787449,0.2643298462616851
0.0012915496650148827,0.0012915496650148827,0.20169851699397637,0.07058660732990087,0.2643316351160655
0.0012915496650148827,0.003593813663804626,0.20169935727845295,0.07058964524028677,0.2643366134342289
0.0012915496650148827,0.01,0.20170169543920183,0.07059810308679851,0.2643504715092012
0.003593813663804626,1e-06,0.20169800700520027,0.0705847638290508,0.26432861391864165
0.003593813663804626,2.782559402207126e-06,0.20169800765579518,0.07058476618041795,0.2643286177722354
0.003593813663804626,7.742636826811277e-06,0.20169800946611346,0.07058477272324026,0.26432862849509303
0.003593813663804626,2.1544346900318823e-05,0.20169801450343156,0.0705847909290536,0.26432865833210734
0.003593813663804626,5.994842503189409e-05,0.2016980285200701,0.07058484158797948,0.26432874135557477
0.003593813663804626,0.0001668100537200059,0.20169806752220368,0.07058498255075016,0.26432897237486247
0.003593813663804626,0.00046415888336127773,0.20169817604799894,0.07058537479811677,0.26432961521184395
0.003593813663804626,0.0012915496650148827,0.20169847802779564,0.0705864663277814,0.2643314040375248
0.003593813663804626,0.003593813663804626,0.20169931830701696,0.07058950417835644,0.26433638227582457
0.003593813663804626,0.01,0.20170165645314478,0.07059796185837303,0.2643502401285466
0.01,1e-06,0.201697898590205,0.07058437159467339,0.26432797108034756
0.01,2.782559402207126e-06,0.2016978992407882,0.0705843739459114,0.2643279749337686
0.01,7.742636826811277e-06,0.20169790105107505,0.07058438048837534,0.26432798565614773
0.01,2.1544346900318823e-05,0.2016979060883056,0.0705843986931912,0.2643280154918299
0.01,5.994842503189409e-05,0.20169792010469992,0.07058444934934151,0.26432809851159045
0.01,0.0001668100537200059,0.2016979591061549,0.07058459030438993,0.26432832952056534
0.01,0.00046415888336127773,0.20169806763006165,0.07058498253026704,0.2643289723288481
0.01,0.0012915496650148827,0.2016983696046025,0.07058607400013231,0.26433076107467113
0.01,0.003593813663804626,0.2016992098692018,0.07058911168429025,0.2643357390907573
0.01,0.01,0.20170154797464748,0.0705975689010447,0.26434959632507393
